Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
132.213.96.8-52.138.124.216-55722-443-6,132.213.96.8,55722,52.138.124.216,443,6,11/02/2024 12:05:34 AM,29921,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,66.842685739113,29921.0,0.0,29921.0,29921.0,0,0,0,0,0,29921.0,29921.0,0.0,29921.0,29921.0,0,0,0,0,0,40,0.0,66.842685739113,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,2050,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-54.144.73.197-55804-443-6,132.213.96.8,55804,54.144.73.197,443,6,11/02/2024 12:05:35 AM,19741,0,3,0.0,31.0,0,0,0,0,31.0,0.0,10.333333333333332,17.8978583448784,1570.3358492477582,151.96798541107339,9870.5,13958.994967403634,19741.0,0.0,0,0,0,0,0,19741.0,9870.5,13958.994967403634,19741.0,0.0,0,0,0,0,0,60,0.0,151.96798541107339,0.0,31.0,7.75,15.500000000000002,240.25000000000003,1,0,0,0,1,0,0,0,0.0,10.333333333333334,0.0,10.333333333333334,0,0,0,0,0,0,0,0,3,31,-1,12,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-20.69.137.228-55726-443-6,132.213.96.8,55726,20.69.137.228,443,6,11/02/2024 12:05:38 AM,73067,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27.372137900830747,73067.0,0.0,73067.0,73067.0,0,0,0,0,0,73067.0,73067.0,0.0,73067.0,73067.0,0,0,0,0,0,40,0.0,27.372137900830747,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,16388,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55974-443-6,132.213.96.8,55974,185.26.182.112,443,6,11/02/2024 12:05:39 AM,209748,5,6,616.0,3139.0,536.0,0.0,123.2,233.34780907478003,1300.0,0.0,523.1666666666666,636.9145677927822,17902.43530331636,52.44388504300399,20974.8,38236.52710229375,92884.0,0.0,116716.0,29179.0,43805.759278889345,94081.0,1306.0,191508.0,38301.6,51850.02606363858,97262.0,0.0,0,0,0,0,100,136,23.838129565001815,28.605755478002177,0.0,1300.0,312.91666666666674,503.5523730698153,253564.99242424246,0,1,0,0,0,0,0,0,1.0,341.3636363636364,123.2,523.1666666666666,0,0,0,0,0,0,5,616,6,3139,-1,42364,2,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55973-443-6,132.213.96.8,55973,185.26.182.112,443,6,11/02/2024 12:05:39 AM,210238,5,6,597.0,3138.0,517.0,0.0,119.4,224.94843853647887,1300.0,0.0,523.0,636.9097267274225,17765.579961757627,52.32165450584576,21023.800000000003,38255.4585699871,93225.0,0.0,116914.0,29228.5,43860.34266852005,94182.0,930.0,192075.0,38415.0,51926.54770442572,97321.0,0.0,0,0,0,0,100,136,23.78257022992989,28.539084275915865,0.0,1300.0,311.25,502.7754107316344,252783.11363636365,0,1,0,0,0,0,0,0,1.0,339.54545454545456,119.4,523.0,0,0,0,0,0,0,5,597,6,3138,-1,42383,2,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55976-443-6,132.213.96.8,55976,185.26.182.112,443,6,11/02/2024 12:05:39 AM,209493,5,6,616.0,3137.0,536.0,0.0,123.2,233.34780907478003,1300.0,0.0,522.8333333333334,636.9051473074045,17914.67972676891,52.50772102170478,20949.3,39659.669848040285,95723.0,0.0,113863.0,28465.75,46233.23612853276,96957.0,472.0,193179.0,38635.8,52288.81267250195,96268.0,0.0,0,0,0,0,100,136,23.86714591895672,28.640575102748063,0.0,1300.0,312.75000000000006,503.4710653417569,253483.11363636368,0,1,0,0,0,0,0,0,1.0,341.1818181818182,123.2,522.8333333333334,0,0,0,0,0,0,5,616,6,3137,-1,42364,2,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-54.144.73.197-55812-443-6,54.144.73.197,443,132.213.96.8,55812,6,11/02/2024 12:05:39 AM,19509,0,3,0.0,62.0,0,0,0,0,31.0,0.0,20.666666666666664,17.8978583448784,3178.020400840638,153.7751806858373,9754.5,13683.223322740881,19430.0,79.0,0,0,0,0,0,19509.0,9754.5,13683.223322740881,19430.0,79.0,0,1,0,0,0,60,0.0,153.7751806858373,0.0,31.0,23.25,15.5,240.25,0,0,0,1,1,0,0,0,0.0,31.0,0.0,20.666666666666668,0,0,0,0,0,0,0,0,3,62,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55974-443-6,185.26.182.112,443,132.213.96.8,55974,6,11/02/2024 12:05:39 AM,1044,1,2,0.0,62.0,0.0,0.0,0.0,0.0,62.0,0.0,31.0,43.840620433565945,59386.97318007663,2873.5632183908046,522.0,675.9940828143394,1000.0,44.0,0,0,0,0,0,44.0,44.0,0.0,44.0,44.0,0,1,0,0,20,40,957.8544061302682,1915.7088122605364,0.0,62.0,30.999999999999996,35.795716689756794,1281.3333333333333,0,0,0,1,1,0,0,0,2.0,41.333333333333336,0.0,31.0,0,0,0,0,0,0,1,0,2,62,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55973-443-6,185.26.182.112,443,132.213.96.8,55973,6,11/02/2024 12:05:39 AM,1044,1,2,0.0,62.0,0.0,0.0,0.0,0.0,62.0,0.0,31.0,43.840620433565945,59386.97318007663,2873.5632183908046,522.0,606.6976182580578,951.0,93.0,0,0,0,0,0,93.0,93.0,0.0,93.0,93.0,0,1,0,0,20,40,957.8544061302682,1915.7088122605364,0.0,62.0,30.999999999999996,35.795716689756794,1281.3333333333333,0,0,0,1,1,0,0,0,2.0,41.333333333333336,0.0,31.0,0,0,0,0,0,0,1,0,2,62,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55976-443-6,185.26.182.112,443,132.213.96.8,55976,6,11/02/2024 12:05:39 AM,0,1,1,0.0,62.0,0.0,0.0,0.0,0.0,62.0,62.0,62.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,62.0,41.33333333333333,35.7957166897568,1281.3333333333335,0,0,0,1,1,0,0,0,1.0,62.0,0.0,62.0,0,0,0,0,0,0,1,0,1,62,-1,42284,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.118-55985-443-6,132.213.96.8,55985,185.26.182.118,443,6,11/02/2024 12:05:41 AM,199711,5,6,618.0,3139.0,538.0,0.0,123.6,234.232363263491,1300.0,0.0,523.1666666666666,636.9145677927822,18812.183605309674,55.079590007560924,19971.1,40391.25670914987,97026.0,0.0,103516.0,25879.0,48502.86887734924,98592.0,302.0,195050.0,39010.0,52725.30236518326,97403.0,0.0,0,0,0,0,100,136,25.036177276164057,30.04341273139687,0.0,1300.0,313.08333333333337,503.6332464896425,253646.44696969696,0,1,0,0,0,0,0,0,1.0,341.54545454545456,123.6,523.1666666666666,0,0,0,0,0,0,5,618,6,3139,-1,42362,2,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.118-55986-443-6,132.213.96.8,55986,185.26.182.118,443,6,11/02/2024 12:05:41 AM,199630,5,6,682.0,3139.0,602.0,0.0,136.4,262.57341830429067,1300.0,0.0,523.1666666666666,636.9145677927822,19140.409758052396,55.10193858638481,19963.0,39622.55395324458,95206.0,0.0,104628.0,26157.0,49276.86507885825,100027.0,303.0,195307.0,39061.4,51330.83101119638,95571.0,0.0,0,0,0,0,100,136,25.046335721084006,30.055602865300806,0.0,1300.0,318.4166666666667,506.56193345359304,256604.9924242424,0,1,0,0,0,0,0,0,1.0,347.3636363636364,136.4,523.1666666666666,0,0,0,0,0,0,5,682,6,3139,-1,42298,2,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.118-55985-443-6,185.26.182.118,443,132.213.96.8,55985,6,11/02/2024 12:05:41 AM,1324,1,2,0.0,62.0,0.0,0.0,0.0,0.0,62.0,0.0,31.0,43.840620433565945,46827.79456193353,2265.861027190332,662.0,776.4032457428292,1211.0,113.0,0,0,0,0,0,113.0,113.0,0.0,113.0,113.0,0,1,0,0,20,40,755.2870090634441,1510.5740181268882,0.0,62.0,30.999999999999996,35.795716689756794,1281.3333333333333,0,0,0,1,1,0,0,0,2.0,41.333333333333336,0.0,31.0,0,0,0,0,0,0,1,0,2,62,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.118-55986-443-6,185.26.182.118,443,132.213.96.8,55986,6,11/02/2024 12:05:41 AM,1418,1,2,0.0,62.0,0.0,0.0,0.0,0.0,62.0,0.0,31.0,43.840620433565945,43723.55430183357,2115.6558533145276,709.0,934.7951647286159,1370.0,48.0,0,0,0,0,0,48.0,48.0,0.0,48.0,48.0,0,1,0,0,20,40,705.2186177715091,1410.4372355430182,0.0,62.0,30.999999999999996,35.795716689756794,1281.3333333333333,0,0,0,1,1,0,0,0,2.0,41.333333333333336,0.0,31.0,0,0,0,0,0,0,1,0,2,62,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-37.228.108.133-55970-443-6,132.213.96.8,55970,37.228.108.133,443,6,11/02/2024 12:05:36 AM,5123009,12,11,5092.0,4490.0,1386.0,0.0,424.33333333333337,583.9396502649183,1300.0,0.0,408.18181818181824,567.9388731512958,1870.3851584098331,4.489549013089769,232864.04545454544,918718.4344784432,4319024.0,0.0,5094998.0,463181.63636363635,1287420.4362348202,4319024.0,0.0,761196.0,76119.6,179333.3388446096,581021.0,0.0,0,0,0,0,240,236,2.3423733981337924,2.147175614955976,0.0,1386.0,399.2500000000001,557.3311598494475,310618.02173913043,0,1,0,0,0,0,0,0,0.0,416.60869565217394,424.3333333333333,408.1818181818182,0,0,0,0,0,0,12,5092,11,4490,-1,41952,6,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-37.228.108.133-55968-443-6,132.213.96.8,55968,37.228.108.133,443,6,11/02/2024 12:05:36 AM,5721227,10,10,1314.0,4403.0,544.0,0.0,131.4,204.55653931805207,1386.0,0.0,440.3,588.808410643432,999.2611724722686,3.4957536206831157,301117.2105263158,967427.817438971,4159856.0,0.0,5692060.0,632451.1111111111,1368013.7585129987,4159856.0,766.0,1509912.0,167768.0,387581.46727139835,1174347.0,0.0,0,0,0,0,200,236,1.7478768103415578,1.7478768103415578,0.0,1386.0,272.23809523809524,450.0979787515053,202588.1904761905,0,1,0,0,0,0,0,0,1.0,285.85,131.4,440.3,0,0,0,0,0,0,10,1314,10,4403,-1,83,4,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-184.150.70.96-55983-443-6,132.213.96.8,55983,184.150.70.96,443,6,11/02/2024 12:05:40 AM,1228629,8,11,1264.0,4862.0,642.0,0.0,158.0,270.61200480181424,1386.0,0.0,442.0,549.4848496546562,4986.045421359906,15.46439161048616,68257.16666666667,265497.7479169467,1130790.0,0.0,1215531.0,173647.2857142857,422508.4789365038,1130790.0,355.0,42893.0,4289.3,6334.318292707853,14528.0,0.0,0,0,0,0,160,244,6.511322783362594,8.953068827123566,0.0,1386.0,306.30000000000007,459.0765444718457,210751.27368421052,0,1,0,0,0,0,0,0,1.0,322.42105263157896,158.0,442.0,0,0,0,0,0,0,8,1264,11,4862,-1,501,3,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-107.167.110.211-55981-443-6,132.213.96.8,55981,107.167.110.211,443,6,11/02/2024 12:05:40 AM,1347760,10,10,2839.0,4621.0,1386.0,0.0,283.90000000000003,461.8528986593026,1300.0,0.0,462.09999999999997,542.1439845649862,5535.110108624681,14.839437288538019,70934.73684210527,249525.01257118318,1099203.0,0.0,1319379.0,146597.6666666667,358811.1398423968,1099203.0,0.0,200446.0,22271.777777777777,27267.130435644383,82194.0,0.0,0,0,0,0,200,216,7.419718644269009,7.419718644269009,0.0,1386.0,355.23809523809524,492.76433563742256,242816.69047619044,0,1,0,0,0,0,0,0,1.0,373.0,283.9,462.1,0,0,0,0,0,0,10,2839,10,4621,-1,42067,5,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-107.167.96.30-55988-443-6,132.213.96.8,55988,107.167.96.30,443,6,11/02/2024 12:05:41 AM,767830,7,8,1133.0,3975.0,575.0,0.0,161.85714285714283,252.36377749288067,1386.0,0.0,496.87499999999994,616.6247846137876,6652.514228409935,19.535574280765275,54845.0,175311.2364427247,661811.0,0.0,753342.0,125557.0,264159.3507903894,661811.0,238.0,51312.0,7330.285714285715,8071.444577733813,18065.0,0.0,0,0,0,0,140,184,9.116601331023794,10.418972949741478,0.0,1386.0,319.25,487.9508855065914,238096.06666666668,0,1,0,0,0,0,0,0,1.0,340.53333333333336,161.85714285714286,496.875,0,0,0,0,0,0,7,1133,8,3975,-1,83,3,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-107.167.110.211-55989-443-6,132.213.96.8,55989,107.167.110.211,443,6,11/02/2024 12:05:41 AM,677551,5,7,651.0,3145.0,571.0,0.0,130.2,248.83769810862663,1300.0,0.0,449.2857142857142,614.2775470110436,5602.53028923284,17.71084390695313,61595.545454545456,163159.54078101815,549237.0,0.0,649341.0,162335.25,303766.5834171308,617524.0,798.0,128314.0,21385.666666666664,27195.716689704404,68961.0,0.0,0,0,0,0,100,156,7.379518294563804,10.331325612389325,0.0,1300.0,292.0,491.6836720223007,241752.83333333334,0,1,0,0,0,0,0,0,1.0,316.3333333333333,130.2,449.2857142857143,0,0,0,0,0,0,5,651,7,3145,-1,42249,2,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-107.167.110.211-55971-443-6,132.213.96.8,55971,107.167.110.211,443,6,11/02/2024 12:05:37 AM,4776107,14,12,2126.0,4219.0,571.0,0.0,151.85714285714283,201.5569616540416,1300.0,0.0,351.5833333333333,484.09493027210215,1328.4878249168205,5.443764136774993,191044.27999999997,739296.9857729436,3695559.0,0.0,4747597.0,365199.7692307692,1012586.9904388589,3695559.0,46.0,4167224.0,378838.5454545454,1128446.5364549058,3772666.0,0.0,0,0,0,0,280,256,2.9312576121096114,2.5125065246653815,0.0,1300.0,234.99999999999997,362.73840966480765,131579.15384615381,0,1,0,0,0,0,0,0,0.0,244.03846153846155,151.85714285714286,351.5833333333333,0,0,0,0,0,0,14,2126,12,4219,-1,41750,8,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-142.251.32.74-55990-443-6,132.213.96.8,55990,142.251.32.74,443,6,11/02/2024 12:05:41 AM,661442,12,16,1433.0,6299.0,618.0,0.0,119.41666666666667,226.12605428000205,1386.0,0.0,393.6875,566.1779129979079,11689.611485209589,42.331753955751225,24497.851851851854,105214.17987050682,549950.0,0.0,647264.0,58842.181818181816,169198.81939411882,567664.0,178.0,111492.0,7432.800000000001,7849.251076194649,21564.0,0.0,0,0,0,0,240,344,18.142180266750525,24.1895736890007,0.0,1386.0,266.6206896551724,461.3750731542384,212866.95812807884,0,1,0,0,0,0,0,0,1.0,276.14285714285717,119.41666666666667,393.6875,0,0,0,0,0,0,12,1433,16,6299,-1,266,6,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-142.251.41.46-55984-443-6,132.213.96.8,55984,142.251.41.46,443,6,11/02/2024 12:05:40 AM,1138650,13,18,1369.0,9058.0,594.0,0.0,105.3076923076923,207.28659090551605,1386.0,0.0,503.2222222222224,612.9625797575302,9157.335441092522,27.225222851622537,37955.0,184367.11766323267,1013298.0,0.0,1125448.0,93787.33333333333,295705.61205801636,1031640.0,166.0,125352.0,7373.64705882353,9237.697805332618,27844.0,0.0,0,0,0,0,260,384,11.417028937777193,15.808193913845344,0.0,1386.0,325.84374999999994,514.5523020768449,264764.0715725806,0,1,0,0,0,0,0,0,1.0,336.35483870967744,105.3076923076923,503.22222222222223,0,0,0,0,0,0,13,1369,18,9058,-1,265,6,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-208.80.154.240-55992-443-6,132.213.96.8,55992,208.80.154.240,443,6,11/02/2024 12:05:41 AM,201795,5,6,572.0,5374.0,572.0,0.0,114.4,255.80617662597595,1386.0,0.0,895.6666666666667,694.9732848582502,29465.546718204117,54.510765876260564,20179.5,41499.44085634033,130829.0,0.0,166572.0,41643.0,61653.586497461765,130829.0,347.0,70948.0,14189.6,19255.933392074247,35414.0,0.0,0,0,0,0,100,144,24.77762085284571,29.733145023414853,0.0,1386.0,495.49999999999994,647.3156459213275,419017.54545454535,0,1,0,0,0,0,0,0,1.0,540.5454545454545,114.4,895.6666666666666,0,0,0,0,0,0,5,572,6,5374,-1,83,1,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-107.167.110.216-55980-443-6,132.213.96.8,55980,107.167.110.216,443,6,11/02/2024 12:05:39 AM,2251450,5,5,542.0,1886.0,542.0,0.0,108.4,242.3897687609772,1300.0,0.0,377.2,574.8905982880569,1078.4161318261563,4.441582091541006,250161.11111111112,728879.0825367478,2193575.0,0.0,2223026.0,555756.5,1091963.5561789596,2193575.0,81.0,57729.0,14432.25,15922.553320683213,28362.0,0.0,0,0,0,0,100,116,2.220791045770503,2.220791045770503,0.0,1300.0,220.72727272727272,423.2297463338537,179123.41818181818,0,1,0,0,0,0,0,0,1.0,242.8,108.4,377.2,0,0,0,0,0,0,5,542,5,1886,-1,42358,1,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.118-55987-443-6,132.213.96.8,55987,185.26.182.118,443,6,11/02/2024 12:05:41 AM,787421,16,21,1078.0,16618.0,538.0,0.0,67.375,139.09654920234362,1300.0,0.0,791.3333333333333,582.3912201719162,22473.36558207109,46.988840785297825,21872.805555555555,70736.17399638481,396819.0,0.0,692310.0,46154.0,104130.00882139047,396819.0,52.0,390547.0,19527.35,38675.405100828066,99009.0,0.0,0,0,0,0,320,436,20.319498717966628,26.669342067331197,0.0,1300.0,465.68421052631584,570.8236867593847,325839.6813655761,0,1,0,0,0,0,0,0,1.0,478.27027027027026,67.375,791.3333333333334,0,0,0,0,0,0,16,1078,21,16618,-1,42190,7,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-104.18.6.29-55972-443-6,132.213.96.8,55972,104.18.6.29,443,6,11/02/2024 12:05:37 AM,4483283,13,13,1301.0,5365.0,595.0,0.0,100.07692307692307,205.48862966859488,1386.0,0.0,412.6923076923077,573.8920317468819,1486.856841292419,5.799321613201754,179331.32,550624.1050635723,2285657.0,0.0,4476752.0,373062.6666666666,763454.1308581835,2285657.0,68.0,2774675.0,231222.91666666666,670946.7911609492,2342786.0,0.0,0,0,0,0,260,284,2.899660806600877,2.899660806600877,0.0,1386.0,246.88888888888886,445.3807647856221,198364.02564102566,0,1,0,0,0,0,0,0,1.0,256.38461538461536,100.07692307692308,412.6923076923077,0,0,0,0,0,0,13,1301,13,5365,-1,8,5,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55977-443-6,132.213.96.8,55977,185.26.182.112,443,6,11/02/2024 12:05:39 AM,2974184,9,11,1250.0,3627.0,578.0,0.0,138.88888888888889,222.5586689192562,1300.0,0.0,329.72727272727275,514.7960937903649,1639.7774986349195,6.724533519109779,156536.0,579555.7015158728,2542748.0,0.0,2878119.0,359764.875,937888.7343031137,2678534.0,186.0,431436.0,43143.6,56636.69173130319,138042.0,0.0,0,0,0,0,180,236,3.0260400835994004,3.6984934355103785,0.0,1300.0,232.23809523809524,405.1737781201918,164165.79047619042,0,1,0,0,0,0,0,0,1.0,243.85,138.88888888888889,329.72727272727275,0,0,0,0,0,0,9,1250,11,3627,-1,42194,5,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-208.80.154.224-55991-443-6,132.213.96.8,55991,208.80.154.224,443,6,11/02/2024 12:05:41 AM,660469,13,12,1440.0,7728.0,582.0,0.0,110.76923076923075,200.28610945601204,1386.0,0.0,644.0,599.6694544042197,13881.045136107827,37.851890096280066,27519.54166666667,75355.99085095107,366587.0,0.0,628450.0,52370.833333333336,103502.56714500401,366587.0,317.0,572868.0,52078.90909090909,116822.957444549,398602.0,0.0,0,0,0,0,260,264,19.682982850065635,18.168907246214435,0.0,1386.0,352.61538461538464,503.60993452656015,253622.9661538462,0,1,0,0,0,0,0,0,0.0,366.72,110.76923076923077,644.0,0,0,0,0,0,0,13,1440,12,7728,-1,83,6,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-31.13.80.53-55978-443-6,132.213.96.8,55978,31.13.80.53,443,6,11/02/2024 12:05:39 AM,2974029,11,13,1246.0,7467.0,536.0,0.0,113.27272727272728,208.1365373542526,1386.0,0.0,574.3846153846155,638.7967254223023,2929.6957090868987,8.069860784814136,129305.60869565218,604106.3751771732,2900383.0,0.0,2959538.0,295953.79999999993,915137.2837933236,2900383.0,170.0,73615.0,6134.583333333334,8934.9789587007,22452.0,0.0,0,0,0,0,220,284,3.6986861930398125,4.371174591774324,0.0,1386.0,348.52000000000004,529.2823852475475,280139.8433333333,0,1,0,0,0,0,0,0,1.0,363.0416666666667,113.27272727272727,574.3846153846154,0,0,0,0,0,0,11,1246,13,7467,-1,265,5,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.112-55975-443-6,132.213.96.8,55975,185.26.182.112,443,6,11/02/2024 12:05:39 AM,3041629,15,16,1531.0,4367.0,536.0,0.0,102.06666666666666,148.2861455173104,1300.0,0.0,272.9375,427.4288196101584,1939.0925060222664,10.191907034026833,101387.63333333333,377472.1709467794,2061259.0,0.0,2948770.0,210626.42857142858,548167.5881071287,2061259.0,54.0,935826.0,62388.4,121340.68443483532,471271.0,0.0,0,0,0,0,300,336,4.931567919690403,5.260339114336429,0.0,1300.0,184.31249999999994,326.73264571235234,106754.22177419355,0,1,0,0,0,0,0,0,1.0,190.25806451612902,102.06666666666666,272.9375,0,0,0,0,0,0,15,1531,16,4367,-1,42192,9,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-185.26.182.111-55969-443-6,132.213.96.8,55969,185.26.182.111,443,6,11/02/2024 12:05:36 AM,5611508,10,11,973.0,3493.0,519.0,0.0,97.29999999999998,167.83394571222274,1386.0,0.0,317.54545454545456,543.3667939129817,795.8644984556736,3.742309553866804,280575.4,926737.8308550575,4125332.0,0.0,5515663.0,612851.4444444445,1397990.3905953816,4262496.0,329.0,1486176.0,148617.6,325820.29279657284,1047825.0,0.0,0,0,0,0,200,244,1.782052168508002,1.9602573853588021,0.0,1386.0,203.00000000000003,408.43779033217356,166821.42857142858,0,1,0,0,0,0,0,0,1.0,212.66666666666666,97.3,317.54545454545456,0,0,0,0,0,0,10,973,11,3493,-1,83,5,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-184.150.70.96-55983-443-6,184.150.70.96,443,132.213.96.8,55983,6,11/02/2024 12:05:42 AM,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-208.80.154.224-55991-443-6,208.80.154.224,443,132.213.96.8,55991,6,11/02/2024 12:05:42 AM,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,83,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-23.43.161.67-55699-443-6,23.43.161.67,443,132.213.96.8,55699,6,11/02/2024 12:05:42 AM,0,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-23.43.161.67-55699-443-6,132.213.96.8,55699,23.43.161.67,443,6,11/02/2024 12:05:42 AM,1066,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876.1726078799247,1066.0,0.0,1066.0,1066.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,938.0863039399624,938.0863039399624,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1019,0,0,0,0,0,0,0,0,0,0,No Label
132.213.96.8-37.228.108.132-55998-443-6,132.213.96.8,55998,37.228.108.132,443,6,11/02/2024 12:05:42 AM,248248,13,9,9422.0,3987.0,1386.0,0.0,724.7692307692308,667.5136894783699,1300.0,0.0,443.00000000000006,591.1947648618009,54014.533853243534,88.62105636299185,11821.333333333334,24829.379749267468,107866.0,0.0,219854.0,18321.166666666668,39466.218497788104,137607.0,0.0,247711.0,30963.875,35773.06979294221,107866.0,0.0,0,0,0,0,260,196,52.36698785085882,36.25406851213303,0.0,1386.0,583.0,636.772900862409,405479.7272727273,0,1,0,0,0,0,0,0,0.0,609.5,724.7692307692307,443.0,0,0,0,0,0,0,13,9422,9,3987,-1,41580,10,0,0,0,0,0,0,0,0,0,No Label
